pdf_page,display_page,text_lines,n_words,text_extent_pct,density_pct,n_tables_on_page,n_table_rows_est,n_figures_on_page,top_text_line,status
1043,969,49,229,79,22,1,0,0,Table 4.5 discriminant validity: distinguishing the three latent constructs.,ok
1044,970,58,235,92,24,1,0,0,Table 4.6 negative and disconfirming findings.,ok
1045,971,50,226,84,23,1,0,0,Table 4.7 triangulation: quantitative–qualitative convergence.,ok
1046,972,38,271,95,28,1,0,0,Table 4.8 organizational interpretation of findings.,ok
1047,973,22,134,56,14,1,0,0,Table 4.9 reconnects the Chapter 4 empirical findings to each theoretical anchor,ok
1048,974,13,151,50,19,0,0,0,A Note on Causal Claims,ok
1049,975,54,175,53,8,0,0,1,Introduction,ok
1050,976,49,151,67,14,0,0,1,H4,ok
1051,977,8,105,39,14,0,0,0,Results Interpretation Philosophy,ok
1052,978,36,140,60,17,1,0,0,Hypothesis Decision Summary,ok
1053,979,55,296,93,30,2,0,0,Findings Snapshot — Reference Page,ok
1054,980,52,173,66,16,1,0,0,Model Performance Snapshot — Reference Page,ok
1055,981,8,88,25,9,0,0,0,Examiner Q&A — Quick-Reference Page,sparse
1056,982,56,194,93,17,1,0,0,Table 4.13. Examiner Q&A Quick-Reference — 12 anticipated questions on findings,ok
1057,983,38,226,82,25,1,0,0,Primary-Data Findings Summary (PD-1 + PD-2),ok
1058,984,1,6,1,1,0,0,0,Secondary-Data Findings Summary (SD-A through SD-E),almost_empty
1059,985,61,316,94,32,1,0,0,What was measured and what was found. The five in-scope secondary sources from,ok
1060,986,15,164,61,22,0,0,0,Governance as More Than Administrative Control,ok
1061,987,10,130,55,18,0,0,0,Explainability as a Trust-Enabling Mechanism,ok
1062,988,1,5,1,1,0,0,0,Hybrid Findings Summary (H-layer convergence),almost_empty
1063,989,67,288,90,28,1,0,0,Where primary and secondary converge. The hybrid layer is where the survey/exper,ok
1064,990,27,353,91,38,0,0,0,H-10 Caregiver-trust pathway,ok
1065,991,32,221,72,22,1,0,0,Headline Results: Hypothesis Verdict Summary.,ok
1066,992,15,122,55,17,0,0,0,Why These Findings Matter Beyond ASD Screening,ok
1067,993,48,203,62,22,1,0,0,Cross-Chapter Alignment (Ch. 4 Role),ok
1068,994,15,131,57,16,0,0,0,Chapter Objective,ok
1069,995,20,199,81,25,0,0,0,DBA and Research Significance,ok
1070,996,17,127,63,14,0,0,0,Quantitative and Qualitative Evidence,ok
1071,997,37,115,30,11,0,0,1,Data,ok
1072,998,32,189,85,17,1,0,0,Table 4.19 presents chapter 4: Input–Process–Output Handoff.,ok
1073,999,21,141,57,17,1,0,0,Note. SHAP = SHapley Additive exPlanations; RAG = Retrieval-Augmented Generation,ok
1074,1000,10,146,41,16,0,0,0,Practical Managerial Meaning of the Findings,ok
1075,1001,30,263,80,27,1,0,0,"Table 4.21. Part A: Comprehensive Analysis Framework — SMART, RGAIG, IV/DV,",ok
1076,1002,43,249,85,27,1,0,0,"Table 4.22 presents chapter 4 Data Flow: Input from Chapter 3, Processing in Cha",ok
1077,1003,52,164,60,14,1,0,0,Table 4.23 presents part A Hypothesis Testing and Analysis Plan (B2C Primary Dat,ok
1078,1004,86,288,90,24,2,0,0,Table 4.24 presents part A: Sample B2C Survey Data (S4 Post-Service).,ok
1079,1005,35,168,60,14,1,0,0,"Note. Yrs = years of clinical experience. Trust = mean of C5, C6, C11–C14. Expl.",ok
1080,1006,39,120,51,12,1,0,0,Variance and Dispersion (Part A),ok
1081,1007,11,119,47,11,0,0,0,Negative and Weak Findings (Part A),ok
1082,1008,16,93,56,11,0,0,0,Thematic Data Analysis,ok
1083,1009,52,145,53,12,1,0,0,Table 4.28. Part A: IV/DV Variable Specification with Test Data. This table maps,ok
1084,1010,42,135,55,12,1,0,0,Table 4.29 reports part A: Bootstrap Resampling Results (B2C Survey).,ok
1085,1011,17,177,64,20,0,0,0,Data Screening,ok
1086,1012,27,283,94,30,0,0,0,Part A B2C Results,ok
1087,1013,20,284,94,31,0,0,0,The five limitations are deliberately B2C-specific (they do not duplicate the ge,ok
1088,1014,20,279,80,31,0,0,0,axis score are the chapter’s trust-and-adoption findings. The locked four-box ca,ok
1089,1015,30,237,74,25,1,0,0,"Table 4.30. Part B: Comprehensive Analysis Framework — SMART, RGAIG, IV/DV,",ok
1090,1016,67,190,75,17,1,0,0,Table 4.31 presents part B Hypothesis Testing and Analysis Plan (B2C Secondary D,ok
1091,1017,83,294,96,24,2,0,0,Table 4.32 presents part B: Sample ASD EEG Data (3 Subjects).,ok
1092,1018,51,168,65,14,1,0,0,RAG output,ok
1093,1019,41,147,54,15,1,0,0,Monte Carlo Simulation Results (Part B),ok
1094,1020,17,146,62,16,0,0,0,Negative Findings (Part B),ok
1095,1021,24,179,79,20,0,0,1,Classification accuracy across Autism Spectrum.,ok
1096,1022,37,223,73,22,1,0,0,Table 4.36 asd baseline model: statistical significance and effect.,ok
1097,1023,30,193,68,18,0,0,0,ASD Ensemble Classification,ok
1098,1024,18,247,77,29,0,0,0,Leave-One-Subject-Out Cross-Validation,ok
1099,1025,19,248,73,30,0,0,0,H3: Feature Identification,ok
1100,1026,40,155,68,17,0,0,1,0.48,ok
1101,1027,13,142,51,17,0,0,0,Cross-Method Explainability Triangulation,ok
1102,1028,57,290,80,29,1,0,0,Table 4.37. Workflow Timing: Manual vs. Automated Pipeline Orchestration.,ok
1103,1029,32,165,42,16,1,0,0,Table 4.38. Agentic Automation Operational Metrics (H4). This table quantifies t,ok
1104,1030,61,234,67,25,1,0,0,The table below presents the time Saving Analysis: Traditional vs. RGAIG Across ,ok
1105,1031,53,188,54,19,1,0,0,The table below presents the non-Verbal Case Detection: How EEG Captures What Wo,ok
1106,1032,10,142,40,17,0,0,0,LIME Local-Surrogate Cross-Validation (SHAP/LIME Concordance),ok
1107,1033,53,311,93,30,1,0,0,Table 4.41. SHAP/LIME concordance per hypothesis: Spearman rank correlation of,ok
1108,1034,11,140,40,16,0,0,0,"These three are protocol/cohort confounds, not clinical signal; they are reporte",ok
1109,1035,23,298,91,34,0,0,0,H5: RAG Explainability,ok
1110,1036,36,148,45,14,1,0,0,Table 4.42. RAG Explainability Expert Evaluation by Dimension (H5).,ok
1111,1037,43,267,65,29,1,0,0,Table 4.43. RAG Pipeline Evaluation Metrics. Seven complementary,ok
1112,1038,2,12,6,2,0,0,0,Comprehensive RAG Quality Assessment,almost_empty
1113,1039,44,345,93,37,1,0,0,Table 4.44. Comprehensive RAG Quality Assessment: Five-Dimensional Evaluation.,ok
1114,1040,16,201,66,24,0,0,0,• Layer 3 — Confidence calibration + HITL gate. Low-confidence outputs (< 0.7),ok
1115,1041,82,325,95,34,1,0,0,RAG Output Quality Metrics Summary,ok
1116,1042,42,295,95,33,1,0,0,Unified Quality Taxonomy Execution Results,ok
1117,1043,8,78,25,9,0,0,0,Hypothesis Summary,sparse
1118,1044,50,288,93,26,1,0,0,Table 4.47. DBA Hypothesis Evidence Map (Final 6-Hypothesis Model). Each DBAgrad,ok
1119,1045,38,271,81,30,1,0,0,in subsections H1: ASD Classification through H5: RAG Explainability later in th,ok
1120,1046,62,300,84,27,1,0,1,Table 4.49. Hypothesis Validation Results — Support Status Across All Seven Dise,ok
1121,1047,47,337,94,30,0,0,1,All five hypothesis effect sizes exceed the 𝑑 ≥ 0.50 medium-effect threshold (Ta,ok
1122,1048,16,157,65,20,0,0,0,Cross-Dataset Generalisation,ok
1123,1049,16,171,61,22,0,0,0,Active Learning Efficiency,ok
1124,1050,48,224,67,24,1,0,0,Quantitative and Qualitative Insights,ok
1125,1051,70,188,53,16,0,0,1,D,ok
1126,1052,81,218,94,20,1,0,0,Table 4.51 presents part C Hypothesis Testing and Analysis Plan (B2B Hospital In,ok
1127,1053,71,250,90,20,1,0,0,accuracy (from Part B) must be paired with clinician trust (from Part A) before ,ok
1128,1054,55,162,71,14,1,0,0,Table 4.53 reports part C: Bootstrap Resampling Results (B2B Qualitative).,ok
1129,1055,40,149,48,14,1,0,0,"Table 4.54 presents part C: Sample B2B Clinician Data (S2 Post-Service, 3 Respon",ok
1130,1056,4,54,19,8,0,0,0,UTAUT Integration and Sociotechnical Alignment,sparse
1131,1057,42,238,90,23,1,0,0,Part C — B2B Clinical Evaluation Results,ok
1132,1058,17,151,58,20,0,0,0,Managerial,ok
1133,1059,52,262,75,29,2,0,0,Table 4.56. Validation Strategy: Four Methods Addressing Distinct Validity,ok
1134,1060,44,202,92,24,1,0,0,Mixed Methods Joint Display,ok
1135,1061,43,167,54,17,1,0,0,Technical Validation Summary,ok
1136,1062,17,169,71,21,0,0,0,Researcher Reflexivity Statement,ok
1137,1063,44,260,89,29,1,0,1,Stage 1: Open Coding — 72 comments (12 experts × 6 criteria) → 38 firstcycle cod,ok
1138,1064,51,213,62,21,1,0,0,Table 4.61. Expert Panel Validation Results (n = 12). Aggregated Likert scores,ok
1139,1065,26,116,55,12,0,0,1,Explainability Quality,ok
1140,1066,48,209,73,26,1,0,0,Before–After Comparison,ok
1141,1067,98,121,46,7,0,0,1,180,ok
1142,1068,38,200,61,22,1,0,0,Key Findings,ok
1143,1069,15,149,63,18,0,0,0,Ethical Considerations in AI Diagnostics,ok
1144,1070,60,276,93,25,2,0,0,Descriptive Statistics for.,ok
1145,1071,41,229,96,25,1,0,0,"Psychometric validation (CFA/SEM) is in the Supplementary Volume (Chapter 4, Sec",ok
1146,1072,33,90,47,8,0,0,0,Expert mean,ok
1147,1073,40,286,93,28,1,0,0,This table lists each dimension group across standards / achievement / applicati,ok
1148,1074,11,149,57,19,0,0,0,Non-substitutable; BCa = bias-corrected and accelerated; CFA = confirmatory fact,ok
1149,1075,41,215,95,24,1,0,0,Supplementary Material,ok
1150,1076,15,180,60,20,0,0,0,Thesis argument.,ok
1151,1077,126,379,97,37,1,0,0,"This table lists each class across kpi, phase-1 achieved, source (ch. 4), and 1 ",ok
1152,1078,14,140,56,17,0,0,0,Chapter Summary,ok
1153,1079,13,170,52,20,0,0,0,Chapter Synthesis,ok
1154,1080,58,256,83,27,4,0,0,Bridge to SMART-E Enterprise Extension. The empirical findings reported above (H,ok
1155,1081,73,309,91,26,1,0,0,Illustrative Primary-Data Hypothesis Test Flow (Assumed Sample),ok
1156,1082,72,294,96,30,1,0,0,Problem priority scoring — Hospital (B2B) point of view. The same ten pain point,ok
1157,1083,10,93,32,11,0,0,0,Independent and Dependent Variable assumed values (𝑛=20 each cohort). The same,ok
1158,1084,71,181,78,18,1,0,0,Table 4.73. ILLUSTRATIVE Independent and Dependent Variable construct-level,ok
1159,1085,9,94,32,12,0,0,0,Hypothesis Test Flow — assumed PLS-SEM verdicts. Using the assumed construct,ok
1160,1086,93,294,94,24,1,0,0,Table 4.74. ILLUSTRATIVE Hypothesis Test Flow for the H1–H10 bundle from,ok
1161,1087,20,252,78,27,0,0,0,Patient-value reading from the assumed scores. Within the assumed B2C (𝑛=20),ok
1162,1088,195,267,78,19,1,0,0,ILLUSTRATIVE Secondary — data sample.,ok
1163,1089,51,215,83,24,1,0,0,"Secondary-data model results (assumed, 𝑛=20 test). Five classifier architectures",ok
1164,1090,38,174,67,20,1,0,0,Table 4.77. ILLUSTRATIVE XAI Feature Importance — top-5 SHAP global feature,ok
1165,1091,41,189,91,19,1,0,0,Table 4.78. ILLUSTRATIVE Secondary-Data Runtime KPIs mapped to SMART-E,ok
1166,1092,2,24,5,3,0,0,0,"The actual KAU (𝑛=768) ensemble achieves 97.67% accuracy, 0.956 AUC, validating ",almost_empty
1167,1093,65,196,91,21,1,0,0,Secondary-data IV/DV map. Per-feature roles in the SD-3/SD-4 pipeline (illustrat,ok
1168,1094,70,189,89,20,1,0,0,Drift score (PSI),ok
1169,1095,65,225,87,24,1,0,0,Distinction Table: Effect Sizes (Cohen’s 𝑑 + 𝑓 2 + Practical Magnitude),ok
1170,1096,4,38,16,6,0,0,0,Distinction Table: Integrated Findings — Statistical + Explainability +,sparse
1171,1097,63,195,80,22,1,0,0,"Table 4.82. Integrated Findings: convergent evidence across statistical, explain",ok
1172,1098,32,108,80,12,2,0,0,Executive Table: Respondent Demographics Summary,ok
1173,1099,30,127,79,13,2,0,0,Executive Table: Reliability Summary,ok
1174,1100,28,128,76,13,2,0,0,Executive Table: Discriminant Validity (HTMT),ok
1175,1101,23,126,63,15,1,0,0,Executive Table: Practical Significance of Findings,ok
1176,1102,28,150,74,18,1,0,0,Data Preparation Summary,ok
1177,1103,38,173,95,20,2,0,0,Table 4.91. Respondent profile — standard demographic dimensions.,ok
1178,1104,28,150,63,16,1,0,0,Hypothesis Summary Table,ok
1179,1105,27,172,73,18,1,0,0,Research Question Answer Mapping,ok
1180,1106,40,216,95,24,2,0,0,Table 4.95. Effect size analysis — interpretation framework.,ok
1181,1107,23,206,95,23,0,0,1,Chapter 4 Signature Diagrams,ok
1182,1108,13,63,84,8,0,0,2,Mediation chain with empirical path verdicts,figure_heavy
1183,1109,17,162,69,17,0,0,1,Note. Practitioners can manipulate governance maturity; they cannot directly man,figure_heavy
1184,1110,12,78,59,11,0,0,1,Chapter 4 executive findings summary,figure_heavy
1185,,0,0,0,0,0,0,0,(empty),empty
1186,,4,11,22,5,0,0,0,Appendix D,sparse
1187,1113,14,176,73,20,0,0,0,Appendix: Chapter 4 — Data Analysis and Findings,ok
1188,1114,11,101,46,9,0,0,0,Statistical Analysis Defensibility Pack,ok
1189,1115,19,97,53,9,0,0,1,1. Data Cleaning,figure_heavy
1190,1116,57,146,59,12,1,0,0,Table 4.97 summarises construct validation matrix for appendix review.,ok
1191,1117,39,153,58,12,1,0,0,"Table 4.98 summarises mediation analysis detail (h4, h5) for appendix review.",ok
1192,1118,15,183,56,14,0,0,0,Sample Size Justification (n = 131),ok
1193,1119,28,125,57,12,1,0,0,Table 4.99 summarises common method bias tests for appendix review.,ok
1194,1120,28,104,47,10,1,0,0,Table 4.100 summarises non-response bias discussion for appendix review.,ok
1195,1121,12,103,43,8,0,0,0,Reliability and Validity Thresholds: Source References,ok
1196,1122,16,173,64,16,0,0,0,Negative and Unsupported Findings (Balanced Reporting),ok
1197,1123,10,136,44,13,0,0,0,Explainability & Validation Defensibility Pack,ok
1198,1124,51,203,87,21,1,0,0,Table 4.101 summarises primary vs for appendix review.,ok
1199,1125,39,186,78,20,1,0,0,Table 4.102 summarises explainability-to-trust mapping for appendix review.,ok
1200,1126,42,188,78,19,1,0,0,Table 4.103 summarises governance validation matrix for appendix review.,ok
1201,1127,26,144,57,15,1,0,0,Table 4.104 summarises human-centered explainability criteria for appendix revie,ok
1202,1128,13,142,59,15,0,0,0,Limitations of Explainability (Balanced Reporting),ok
1203,1129,8,102,37,11,0,0,0,Decision-Support Reinforcement,ok
1204,1130,14,52,39,6,1,0,0,The table below presents the appendix D Roadmap: Contents and Purpose.,ok
1205,1131,13,130,56,12,0,0,0,Wearable stress benchmark tables and sensor fusion figure,ok
1206,1132,5,37,19,4,0,0,0,ASD ensemble architecture diagram,sparse
1207,1133,21,88,52,9,0,0,1,100,ok
1208,1134,21,210,79,20,0,0,0,NeuroMCP disease performance and MCP ablation tables,ok
1209,1135,46,215,94,20,1,0,0,RAG Governance Layer.,ok
1210,1136,32,129,52,12,1,0,0,Table 4.107. RAG Governance Layer Quality Assessment: Operations and,ok
1211,1137,8,105,41,11,0,0,0,RGAIG Implementation Analysis Inventory,ok
1212,1138,5,49,17,5,0,0,0,10-Pillar AI governance execution results figure,sparse
1213,1139,56,264,94,20,0,0,1,Thirteen-Phase GenAI QA Execution Results (500 validation queries per phase),ok
1214,1140,42,250,70,28,0,0,1,1. Energy-Efficient AI — 100%,ok
1215,1141,44,198,88,21,1,0,0,EEG-RAG VotingClassifier ablation table and figure,ok
1216,1142,31,87,47,8,0,0,1,Without consistency loss,ok
1217,1143,47,200,93,18,1,0,0,Table 4.109 compares key empirical findings with their corresponding evidence,ok
1218,1144,25,121,55,12,1,0,0,Table 4.110. Selected Expert Verbatim Comments by Specialty,ok
1219,1145,8,90,37,9,0,0,0,Data Screening: Detailed Test Statistics,ok
1220,1146,6,53,23,4,0,0,0,Outlier Detection and Handling,sparse
1221,1147,3,21,15,2,0,0,0,Class Balance Distribution,almost_empty
1222,1148,28,139,48,14,1,0,0,Alignment detail (tab:ch4_alignment),ok
1223,1149,48,126,78,14,1,0,0,Full EEG dataset summary (tab:eeg_dataset_summary),ok
1224,1150,35,104,51,12,1,0,0,Frequency transform details (tab:freq_transform_summary),ok
1225,1151,34,121,57,13,1,0,0,Full Feature Extraction,ok
1226,1152,24,97,46,11,1,0,0,Normalization details (tab:normalization_summary),ok
1227,1153,57,123,67,14,1,0,0,Instrument structure (tab:primary_instrument_structure),ok
1228,1154,37,142,59,15,1,0,0,Full Evaluation Metric Definitions,ok
1229,1155,25,98,52,12,1,0,0,Full explainability detail (tab:explainability_rag),ok
1230,1156,35,174,71,18,1,0,0,Full KPI detail (tab:eeg_kpi),ok
1231,1157,26,124,57,13,1,0,0,Detailed EEG verdict (tab:eeg_hypothesis_verdict),ok
1232,1158,41,124,51,12,1,0,0,Monte Carlo EEG details (tab:mc_eeg_results),ok
1233,1159,39,129,61,14,1,0,0,Monte Carlo decision stability (tab:mc_decision_stability),ok
1234,1160,10,95,38,10,0,0,0,Extended Findings Supplement,ok
1235,1161,1,9,2,1,0,0,0,The table below presents the cFA Standardised Factor Loadings.,almost_empty
1236,1162,98,147,58,14,1,0,0,Table 4.123. CFA Standardised Factor Loadings,ok
1237,1163,51,166,53,15,1,0,0,the corresponding table presents internal consistency and composite reliability ,ok
1238,1164,35,104,30,11,1,0,0,The table below presents the convergent Validity: Average Variance Extracted (AV,ok
1239,1165,104,265,75,24,1,0,0,the corresponding table presents the Fornell–Larcker criterion matrix; all diago,ok
1240,1166,39,226,72,23,2,0,0,Table 4.127. Ablation Study Summary: Component Contributions. Systematic,ok
1241,1167,19,94,37,10,1,0,0,Table 4.128. Part B Comprehensive Analysis Framework: Design and Variables,ok
1242,1168,19,109,45,9,1,0,0,Table 4.129 summarises part b protocol and results for appendix review.,ok
1243,1169,29,175,60,18,2,0,0,Table 4.130 summarises part b statistical and dba contribution for appendix revi,ok
1244,1170,23,133,50,14,1,0,0,D-S5. Part A Comprehensive Analysis Framework — Full Per-Dimension,ok
1245,1171,49,267,95,26,2,0,0,Table 4.131. Part A (B2C Primary) Comprehensive Analysis Framework: full perdime,ok
1246,1172,7,77,30,8,1,0,0,TAM = Technology Acceptance Model; SEM = structural equation modelling; CFA =,ok
1247,1173,2,13,5,1,0,0,0,Table 4.132 summarises part d framework quality and statistical validation for a,almost_empty
1248,1174,106,245,91,20,1,0,0,Part D Framework Quality.,ok
1249,1175,16,124,41,12,1,0,0,B2C (Parts A+B),ok
1250,1176,2,23,10,3,0,0,0,Supplementary Technical and Data Screening Tables,almost_empty
1251,,0,0,0,0,0,0,0,(empty),empty
1252,,3,9,16,5,0,0,0,Chapter 5,almost_empty
1253,1179,26,191,80,18,1,0,0,"Discussion, Recommendations, and Conclusion",ok
1254,1180,42,125,54,13,0,0,0,Chapter 5 — GGU DBA Examiner Compliance,ok
1255,1181,46,243,94,21,0,0,0,Must Have (Part A: grouped by synthesis,ok
1256,1182,56,221,95,22,1,0,0,The table below presents the chapter 5 Roadmap: Sections and Purpose.,ok
1257,1183,23,269,94,32,0,0,0,"work. The findings do not establish clinical effectiveness, diagnostic validity,",ok
1258,1184,36,200,84,22,0,0,1,This chapter translates the empirical results from Chapter 4.1 into theoretical ,ok
1259,1185,17,148,57,16,0,0,0,Chapter 5 Defensibility Pack,ok
1260,1186,25,159,61,17,1,0,0,"Table 5.3 summarises the dissertation’s theoretical contributions, naming each c",ok
1261,1187,1,4,2,1,0,0,0,Table 5.4 managerial implications.,almost_empty
1262,1188,49,257,95,28,1,0,0,Managerial Implications.,ok
1263,1189,43,209,86,22,1,0,0,Table 5.5 organizational benefits.,ok
1264,1190,46,277,96,29,1,0,0,Table 5.6 rgaig maturity framework —- the hero artefact.,ok
1265,1191,1,4,2,0,0,0,0,Table 5.7 honest limitations.,almost_empty
1266,1192,45,202,80,22,1,0,0,Honest Limitations.,ok
1267,1193,16,139,42,16,0,0,0,Indian pediatric,ok
1268,1194,46,240,86,26,1,0,0,Table 5.8 focused future research.,ok
1269,1195,29,177,71,20,1,0,0,Table 5.9 contribution summary.,ok
1270,1196,14,157,70,21,0,0,0,Final Doctoral Claim,ok
1271,1197,1,5,1,1,0,0,0,Recommendations Snapshot — Reference Page,almost_empty
1272,1198,93,273,92,26,1,0,0,"Single-page snapshot of all managerial recommendations with priority, owner, and",ok
1273,1199,22,75,25,7,0,0,0,R9,sparse
1274,1200,65,250,82,25,1,0,0,Future Work Roadmap — Reference Page,ok
1275,1201,1,6,1,1,0,0,0,Final Defence Checklist — Reference Page,almost_empty
1276,1202,7,88,21,8,0,0,0,Examiner-ready closing checklist — each item has a section pointer for live defe,sparse
1277,1203,72,232,78,20,1,0,0,Table 5.12. Final Defence Checklist — 15 examiner-ready closing items with secti,ok
1278,1204,32,194,88,20,1,0,0,Table 5.13 presents chapter 5: Input–Process–Output Handoff.,ok
1279,1205,23,172,79,22,1,0,0,The table below presents the chapter 5 vs Appendix E: Scope Division.,ok
1280,1206,40,225,78,24,1,0,0,Primary-Data Discussion Synthesis (what PD means),ok
1281,1207,33,248,80,25,1,0,0,Secondary-Data Discussion Synthesis (what SD means),ok
1282,1208,31,290,89,29,1,0,0,Hybrid Discussion Synthesis (where PD + SD converge),ok
1283,1209,24,246,85,27,0,0,0,Three-Stream Synthesis (cross-stream summary),ok
1284,1210,28,228,93,30,0,0,0,DBA and Research Significance,ok
1285,1211,52,265,73,28,1,0,0,Cross-Chapter Alignment (Ch. 5 Role),ok
1286,1212,11,134,48,19,0,0,0,Theoretical Contribution: Extending Technology Adoption Theory,ok
1287,1213,14,137,55,19,0,0,0,Managerial Contribution: Governance as Strategic Investment,ok
1288,1214,13,147,60,20,0,0,0,Interpretation of Findings,ok
1289,1215,62,272,93,29,1,0,0,"Table 5.19 presents chapter 5 Data Flow: Input from Chapter 4, Processing in Cha",ok
1290,1216,24,291,88,34,0,0,0,"verdict through the following lens, consistent with the Scope and Boundaries sta",ok
1291,1217,13,159,58,21,0,0,0,What Makes This Research Novel,ok
1292,1218,4,43,16,6,0,0,0,Policy Implications for Healthcare Regulators,sparse
1293,1219,20,273,94,33,0,0,0,Findings Lens Map — Governance / Explainability / Adoption / HITL /,ok
1294,1220,23,243,94,28,0,0,0,Lens 3 — Trust & Adoption Findings.,ok
1295,1221,23,264,90,33,0,0,0,• Privacy + audit + accountability: HIPAA + GDPR Article 8 minor-data protection,ok
1296,1222,18,192,66,23,0,0,0,H2: Adaptive Model Selection Across Domains,ok
1297,1223,19,179,77,24,0,0,0,H3: Feature Importance and Discriminative Power,ok
1298,1224,11,89,41,11,0,0,0,H4: Agentic Automation of Diagnostic Workflows,ok
1299,1225,44,239,94,28,1,0,0,Table 5.20. Manual vs. Automated Workflow Comparison. This table quantifies the,ok
1300,1226,22,214,81,26,0,0,0,H5: RAG-Based Explainability and Clinical Trust,ok
1301,1227,40,215,75,24,0,0,1,Mixed Methods Meta-Inference,ok
1302,1228,3,31,12,5,0,0,0,Hypothesis Interpretation Summary,almost_empty
1303,1229,4,39,17,5,0,0,0,Table 5.21 provides a threshold-based decision matrix specifying the conditions ,sparse
1304,1230,63,206,84,24,1,0,0,Table 5.21. Threshold-Based Evidence-Maturity Interpretation Matrix. This table,ok
1305,1231,53,208,96,22,1,0,1,Technical,ok
1306,1232,49,219,90,23,1,0,0,Note. SHAP = SHapley Additive exPlanations; RAG = Retrieval-Augmented Generation,ok
1307,1233,31,184,60,19,1,0,0,Table 5.24. Three-Level Trust Framework: Evidence and Gaps. This table,ok
1308,1234,68,252,94,27,2,0,0,Table 5.25. Trust Audit Trail: Evidence Strength by Trust Dimension. This table,ok
1309,1235,22,177,69,21,0,0,0,Usability (onboarding),ok
1310,1236,98,244,93,23,1,0,0,Table 5.27. RGAIG vs Peer Governance Frameworks — Delta-Contribution Analysis.,ok
1311,1237,57,196,91,22,0,0,0,Fairness + Govern func- Art. 10 data 8.x bias risk Subgroup,ok
1312,1238,4,62,15,7,0,0,0,Reading guide for examiners. If the examiner challenges that RGAIG “re-invents” ,sparse
1313,1239,3,40,16,5,0,0,0,Theoretical Contributions,almost_empty
1314,1240,43,242,95,28,1,0,0,Table 5.28. Theoretical Contributions by Domain. This table maps each theoretica,ok
1315,1241,2,26,9,3,0,0,0,Path-Level Validation Summary,almost_empty
1316,1242,51,241,85,22,1,0,0,Table 5.29. Conceptual Model Path Validation Summary. This table maps each,ok
1317,1243,23,169,48,17,0,0,0,Competing,ok
1318,1244,15,169,59,22,0,0,0,Mediation Evidence Assessment,ok
1319,1245,5,43,16,5,0,0,0,Literature Comparison,sparse
1320,1246,55,185,82,20,1,0,0,Discussion — Part B (B2C Quantitative Discussion),ok
1321,1247,65,254,95,31,1,0,0,Research Contributions,ok
1322,1248,21,97,66,13,0,0,1,Technology,ok
1323,1249,27,110,61,14,0,0,1,RGAIG Framework,ok
1324,1250,50,249,85,25,2,0,0,Table 5.32. Literature Gap to Contribution Traceability Matrix. This table trace,ok
1325,1251,40,183,76,21,1,0,0,Thesis Contributions.,ok
1326,1252,42,187,58,22,1,0,0,Table 5.34. Value Creation Chain: From Problem Identification to Scalable Impact,ok
1327,1253,72,205,75,23,1,0,0,Table 5.35. Value Driver Tree: From Technology Investment to Measurable Business,ok
1328,1254,57,219,83,23,1,0,0,Discussion — Part C (B2B Clinical Insights),ok
1329,1255,3,42,12,5,0,0,0,Implications for Business and Practice,almost_empty
1330,1256,68,258,89,30,1,0,0,"Table 5.37. AI Capability Maturity Matrix: Current State, Limitations, and Upgra",ok
1331,1257,35,166,61,19,1,0,0,Table 5.38. Managerial Implications of Key Findings. This table translates each,ok
1332,1258,43,273,96,30,1,0,0,"Full details in Appendix E, see “Lean Waste Elimination Table”.",ok
1333,1259,9,121,34,15,0,0,0,summary table is retained inline below for traceability only; readers should tre,ok
1334,1260,61,226,85,21,1,0,0,Decision Impact Analysis.,ok
1335,1261,33,149,60,18,0,0,1,Note. Evidence-status legend: validated = empirically demonstrated; modelled = p,ok
1336,1262,32,185,70,21,1,0,0,Table 5.41. Role-Specific Value Creation for Healthcare Leadership. This table m,ok
1337,1263,70,244,77,25,1,0,0,"Full details in Appendix E, see “Clinical Workflow Integration Figure”.",ok
1338,1264,55,229,93,25,1,0,0,"Full details in Appendix E, see “Doctor Review Protocol Table”.",ok
1339,1265,61,215,94,24,1,0,0,Stakeholder Value Proposition.,ok
1340,1266,67,198,64,22,1,0,0,"Table 5.1 maps eight adoption stages from awareness to advocacy, grounded in Rog",ok
1341,1267,63,160,80,17,1,0,0,Table 5.46. Change Adoption Framework: ADKAR Model Conceptually Applied to,ok
1342,1268,50,296,68,33,1,0,0,Table 5.47. SWOT Analysis of the Shared-Pipeline AI Diagnostic Framework. This,ok
1343,1269,43,217,82,25,1,0,0,Implications for Policy and Regulation,ok
1344,1270,45,243,94,25,1,0,0,Medical-Legal Liability Framework,ok
1345,1271,54,226,58,22,1,0,0,Table 5.50. Nine-Pillar GenAI Framework — RGAIG Implementation Mapping. This,ok
1346,1272,31,196,95,14,0,0,1,RGAIG End-to-End Deployment Architecture,ok
1347,1273,60,233,93,23,0,0,1,Data Capture,ok
1348,1274,15,141,52,18,0,0,0,AI Governance Risk Assessment Matrix,ok
1349,1275,8,114,35,15,0,0,0,Operational Pipeline Discussion (Reference: Appendix H),ok
1350,1276,60,203,84,21,1,0,0,Table 5.51. Operational AI Pipeline: From EEG Ingestion to Clinical Report with,ok
1351,1277,42,193,53,22,1,0,0,Table 5.52. Operationalisation Challenges: Why Clinical AI Faces Conceptual,ok
